iter	Logloss
151	0.388477454
152	0.3880718103
153	0.3875353095
154	0.3870962764
155	0.3866691161
156	0.3861890643
157	0.3856163025
158	0.3855039189
159	0.3851151627
160	0.3846282102
161	0.3841201697
162	0.38381898
163	0.3831771251
164	0.3826540829
165	0.3825549008
166	0.3821450566
167	0.3819472066
168	0.381393004
169	0.3807789663
170	0.3805808164
171	0.3801808732
172	0.379644844
173	0.3793908451
174	0.3790165333
175	0.3784086677
176	0.3782918266
177	0.3780186685
178	0.3776057383
179	0.3771835927
180	0.3769144637
181	0.3765359514
182	0.3759090981
183	0.3755690757
184	0.3751652321
185	0.3746660211
186	0.3742483761
187	0.3738240446
188	0.3736459968
189	0.3731955625
190	0.3726165857
191	0.3721892539
192	0.3717288757
193	0.371512638
194	0.3711472415
195	0.3707821021
196	0.370463382
197	0.3700416651
198	0.3697367465
199	0.3694789758
200	0.3689606056
201	0.3686142825
202	0.3683857436
203	0.3681767067
204	0.3677534468
205	0.3673180569
206	0.3668267325
207	0.3665359154
208	0.3662851741
209	0.3659358507
210	0.3656752511
211	0.3652792084
212	0.3652366895
213	0.3651276492
214	0.3647930702
215	0.364385412
216	0.3639451788
217	0.3638954591
218	0.3636653772
219	0.3632977946
220	0.3629300407
221	0.3628922366
222	0.3625075951
223	0.362340177
224	0.3619731946
225	0.361623014
226	0.3614227638
227	0.3611391046
228	0.3609233813
229	0.3604243846
230	0.3600584737
231	0.3597592557
232	0.3596394571
233	0.359433592
234	0.359222605
235	0.3589589837
236	0.3587284731
237	0.3587005058
238	0.3584476642
239	0.3581008483
240	0.3577826854
241	0.357577699
242	0.3571489098
243	0.35695181
244	0.3566622359
245	0.3563770766
246	0.3562890814
247	0.3562308965
248	0.3562072582
249	0.3558458693
250	0.355823174
251	0.3554627279
252	0.3551716965
253	0.3550172656
254	0.354554187
255	0.3543357206
256	0.3541371206
257	0.3540332237
258	0.3537374346
259	0.3533753813
260	0.3530529108
261	0.352813635
262	0.3523531282
263	0.35197273
264	0.3517882744
265	0.3515234101
266	0.351379416
267	0.3511606066
268	0.3509747152
269	0.3508827338
270	0.3507320961
271	0.3505248809
272	0.3503639993
273	0.3502000959
274	0.3499827653
275	0.3498402499
276	0.3497287879
277	0.3494729674
278	0.34943017
279	0.3492391565
280	0.3490533079
281	0.3488515147
282	0.3486566651
283	0.3484687377
284	0.3480682587
285	0.3477328011
286	0.3474294041
287	0.3471759839
288	0.346864036
289	0.3467367794
290	0.3465520666
291	0.3464051793
292	0.346349159
293	0.3461292781
294	0.3460270314
295	0.3457817335
296	0.3456343319
297	0.3454933167
298	0.3453102112
299	0.3452987242
300	0.3450819294
301	0.3449420929
302	0.3447653095
303	0.3445059958
304	0.3442981591
305	0.344034945
306	0.343956658
307	0.343858976
308	0.3437436565
309	0.3436424598
310	0.3435648372
311	0.3435541646
312	0.34344551
313	0.3432008765
314	0.3428325867
315	0.3425755019
316	0.342403219
317	0.3422562031
318	0.3422208207
319	0.3419984968
320	0.3418951356
321	0.3418855989
322	0.3417591566
323	0.3415649071
324	0.3413867736
325	0.3412710683
326	0.3411042931
327	0.3409191946
328	0.3407720287
329	0.3406152618
330	0.3405762576
331	0.3403505261
332	0.3402287987
333	0.3401024636
334	0.3400300915
335	0.339752283
336	0.3395787571
337	0.339210896
338	0.3390368344
339	0.3387785494
340	0.3386463637
341	0.3383609043
342	0.338155125
343	0.3379677333
344	0.3376580999
345	0.3375649399
346	0.3372663434
347	0.3371373509
348	0.3370453481
349	0.3366489839
350	0.3365666679
351	0.3362490408
352	0.336101532
353	0.3360778509
354	0.3358836228
355	0.3357485653
356	0.3356497261
357	0.3353960487
358	0.3353116539
359	0.335136735
360	0.3350156291
361	0.3349520437
362	0.3347638805
363	0.3347094247
364	0.3345964839
365	0.3345876972
366	0.3344764495
367	0.3342855646
368	0.3341100243
369	0.3340240007
370	0.3338370591
371	0.3337798386
372	0.3335627009
373	0.333523911
374	0.3334041767
375	0.3332198497
376	0.3329197316
377	0.3325846811
378	0.332377916
379	0.3322121481
380	0.3320778407
381	0.331949084
382	0.3318670466
383	0.3318015538
384	0.3316480444
385	0.3316437582
386	0.3314344642
387	0.3311902593
388	0.330763699
389	0.3304653811
390	0.3304326132
391	0.3303795289
392	0.3302288484
393	0.3301186722
394	0.3300431069
395	0.3299305948
396	0.3297879508
397	0.3296708311
398	0.3294672591
399	0.3294491929
400	0.329385286
401	0.3293165571
402	0.3292667732
403	0.3290814175
404	0.3287161924
405	0.3286684015
406	0.3285066626
407	0.3283705336
408	0.3282935753
409	0.3281436663
410	0.3280624647
411	0.3277262998
412	0.3275375795
413	0.3274101943
414	0.3272993966
415	0.3271419654
416	0.3269634461
417	0.3268659999
418	0.326782398
419	0.3266816943
420	0.3265785903
421	0.3264612562
422	0.3261643742
423	0.3260403751
424	0.3258690995
425	0.3256747428
426	0.3256369173
427	0.3253366277
428	0.3252852793
429	0.3251498362
430	0.3250269515
431	0.3249579869
432	0.3248142285
433	0.3247749672
434	0.3247078028
435	0.3245470711
436	0.3243534217
437	0.3242606259
438	0.3240465957
439	0.3240241576
440	0.3239806743
441	0.3238731127
442	0.3236191353
443	0.3236150849
444	0.3235486063
445	0.3234312722
446	0.3233137238
447	0.3232940288
448	0.3231917178
449	0.3230247498
450	0.3228932284
451	0.3226981002
452	0.3225932389
453	0.3225178236
454	0.3225013647
455	0.3223666073
456	0.322304372
457	0.3220975211
458	0.3218672249
459	0.3217558271
460	0.3216716252
461	0.3215695499
462	0.3214909843
463	0.3214199623
464	0.3213253236
465	0.3212157474
466	0.3209295809
467	0.3207021778
468	0.3207000775
469	0.3206329346
470	0.3205059352
471	0.3202882188
472	0.3202137465
473	0.3200985341
474	0.3199601977
475	0.3198116603
476	0.3197694628
477	0.3196203253
478	0.3195519608
479	0.3195107706
480	0.3194107313
481	0.3192986478
482	0.3192826603
483	0.3190734949
484	0.3189765202
485	0.31889534
486	0.3188406269
487	0.3187295292
488	0.3185565177
489	0.3184630362
490	0.3184422697
491	0.3183240569
492	0.318230061
493	0.3181408443
494	0.3179903352
495	0.3179238994
496	0.3178107015
497	0.3177950141
498	0.317675044
499	0.3174416403
500	0.3173492089
501	0.3171965781
502	0.3171105546
503	0.3170113296
504	0.3167738754
505	0.3166180943
506	0.3164400251
507	0.3163583948
508	0.3161466577
509	0.3160345313
510	0.3159756393
511	0.3158288163
512	0.3155903334
513	0.3154700847
514	0.3153208186
515	0.3152295016
516	0.3150999519
517	0.3150474677
518	0.3148743276
519	0.314799791
520	0.3146126136
521	0.3144002336
522	0.3141800098
523	0.3140718267
524	0.3138837921
525	0.3136232355
526	0.3135999615
527	0.3132917854
528	0.3132588676
529	0.3131851882
530	0.3131483699
531	0.3129842951
532	0.3129092013
533	0.312688206
534	0.3124687323
535	0.3123279957
536	0.3122180767
537	0.3120461153
538	0.3119201232
539	0.3117672352
540	0.3116800758
541	0.3115895089
542	0.3115754931
543	0.3114954273
544	0.3114809401
545	0.3113474471
546	0.3113063426
547	0.3112352778
548	0.3111452681
549	0.3109783215
550	0.3109589266
551	0.3107779642
552	0.3104226402
553	0.3101162428
554	0.3100373129
555	0.3099930581
556	0.30974581
557	0.3096928972
558	0.3095803422
559	0.3094729306
560	0.3092714803
561	0.3091989582
562	0.3091071054
563	0.308900083
564	0.3088841385
565	0.3088727372
566	0.3087160775
567	0.3086296253
568	0.3085863135
569	0.3083096193
570	0.3082408691
571	0.3081020612
572	0.3080811661
573	0.3080389901
574	0.3079855415
575	0.3078550703
576	0.3078421046
577	0.3077433297
578	0.3077277066
579	0.3076417902
580	0.3075651533
581	0.3074829016
582	0.3072935383
583	0.3071235057
584	0.3071127045
585	0.3069276488
586	0.3068667208
587	0.306774268
588	0.3067312562
589	0.3065744036
590	0.3063455646
591	0.3061168328
592	0.3060709064
593	0.3059630233
594	0.305953808
595	0.3059120821
596	0.3058671416
597	0.3058160932
598	0.3057046955
599	0.3055917761
600	0.305554765
601	0.3054439245
602	0.3053760314
603	0.3052754992
604	0.3052370736
605	0.3051413204
606	0.3049903612
607	0.3048052413
608	0.3046133063
609	0.3045065591
610	0.3044094557
611	0.3043519352
612	0.3042571893
613	0.3041884819
614	0.3041547711
615	0.3040386157
616	0.3040179349
617	0.3037715655
618	0.3037001792
619	0.3036237995
620	0.3035556279
621	0.3034414227
622	0.303385981
623	0.3033363257
624	0.30311143
625	0.3029840662
626	0.3028498017
627	0.3027879951
628	0.3027388326
629	0.3026253775
630	0.3025417114
631	0.3024072969
632	0.302267096
633	0.3022070895
634	0.3021310956
635	0.3020244556
636	0.3019353031
637	0.3019345744
638	0.3018163617
639	0.3017487687
640	0.3016233551
641	0.3016134969
642	0.3014871619
643	0.3014262767
644	0.3013051065
645	0.3012488504
646	0.3010913977
647	0.3009370097
648	0.3009100925
649	0.3008313983
650	0.3006817678
651	0.3005891436
652	0.3004958549
653	0.3004534861
654	0.300202359
655	0.3001752275
656	0.3001351303
657	0.2999834211
658	0.2998357194
659	0.2997035337
660	0.2996791454
661	0.2995977938
662	0.2994413697
663	0.2994096949
664	0.2992860601
665	0.2991007044
666	0.2990382334
667	0.2990211744
668	0.298931379
669	0.2988961038
670	0.2988868028
671	0.2987424015
672	0.2985910994
673	0.2984655573
674	0.2984235099
675	0.298328614
676	0.2982687789
677	0.2981442226
678	0.2980723006
679	0.2979542164
680	0.2978451332
681	0.2977936134
682	0.2976917524
683	0.2976229807
684	0.2974892948
685	0.297347551
686	0.2973204623
687	0.297290502
688	0.2971387285
689	0.2970926949
690	0.2969980561
691	0.2969782969
692	0.2968929376
693	0.2967794183
694	0.2967321846
695	0.2967009384
696	0.2964351097
697	0.2963627162
698	0.2962330807
699	0.2961854828
700	0.2961293553
701	0.2960693059
702	0.2959527219
703	0.2959103531
704	0.2958467676
705	0.2957419492
706	0.2956529467
707	0.2954882075
708	0.2952022767
709	0.2951000942
710	0.2950322012
711	0.2950015122
712	0.2949623794
713	0.2948233358
714	0.2947295543
715	0.294631658
716	0.2945344475
717	0.2945142167
718	0.2944861851
719	0.2944125915
720	0.2944056479
721	0.29430638
722	0.2942106483
723	0.2942030403
724	0.2941326613
725	0.29400204
726	0.293957571
727	0.2938755121
728	0.2937790731
729	0.2936363649
730	0.2935547775
731	0.2934921136
732	0.2933321749
733	0.2932865486
734	0.2932107904
735	0.2931948887
736	0.2929496122
737	0.2928813977
738	0.2928237915
739	0.2928168479
740	0.2926644743
741	0.2924041748
742	0.292354198
743	0.2922378283
744	0.2922085108
745	0.2921776504
746	0.2921277593
747	0.2920218264
748	0.2918346705
749	0.2916605446
750	0.2915611267
751	0.2914606159
752	0.2913412458
753	0.2913058849
754	0.2912210186
755	0.2911273656
756	0.2908017234
757	0.2906379057
758	0.290560133
759	0.2905136066
760	0.2904771526
761	0.2904208323
762	0.2902629081
763	0.2901207142
764	0.2899221356
765	0.2898649151
766	0.2898143811
767	0.2897318294
768	0.2896744374
769	0.2896320472
770	0.2895305934
771	0.2895077909
772	0.2894146737
773	0.2893693045
774	0.2893355937
775	0.2891790411
776	0.2891272213
777	0.2890453124
778	0.2890029436
779	0.2889572315
780	0.2888300178
781	0.2887449372
782	0.2886865166
783	0.2886099655
784	0.288540808
785	0.2885118549
786	0.2885065829
787	0.2884793228
788	0.2882100009
789	0.2880084434
790	0.2880021427
791	0.2879039036
792	0.2878002424
793	0.2876459186
794	0.2874688995
795	0.2873881479
796	0.2871946485
797	0.2870887799
798	0.2870153363
799	0.2869294199
800	0.2868677847
801	0.2868369027
802	0.2867481575
803	0.28671899
804	0.2866109784
805	0.2863510003
806	0.2861370558
807	0.2858116921
808	0.2856893647
809	0.2856038126
810	0.2852341084
811	0.285190968
812	0.2851646938
813	0.2851157028
814	0.2850451952
815	0.2849989473
816	0.2847994472
817	0.2847436412
818	0.2846716763
819	0.2845087801
820	0.2843386832
821	0.2842157771
822	0.2841676433
823	0.2841198525
824	0.2840678611
825	0.2840460445
826	0.283777837
827	0.2835243739
828	0.2832493728
829	0.2831539411
830	0.283053666
831	0.2829813154
832	0.2829221018
833	0.2829057929
834	0.2828508656
835	0.2827203729
836	0.2826575376
837	0.2825192869
838	0.2823858797
839	0.2821956163
840	0.2821553477
841	0.2820898549
842	0.2819685132
843	0.2819352096
844	0.2818885332
845	0.2816677522
846	0.2816387348
847	0.2815538471
848	0.2814462212
849	0.2812809462
850	0.2811935511
851	0.2811375093
852	0.2810627584
853	0.2809994087
854	0.2809792422
855	0.2807925792
856	0.2806750094
857	0.2806581219
858	0.2804238823
859	0.280388007
860	0.2802896392
861	0.2802178886
862	0.2801967149
863	0.2800584429
864	0.2798849384
865	0.2798245248
866	0.2797785555
867	0.2796539564
868	0.2794858954
869	0.2794343755
870	0.2793639965
871	0.2793505165
872	0.2792764299
873	0.2792091798
874	0.2791497734
875	0.2789863201
876	0.2787122405
877	0.2786045074
878	0.2784975459
879	0.2784471405
880	0.2783795046
881	0.2782079718
882	0.2780853014
883	0.277987148
884	0.2776882729
885	0.2776421536
886	0.2775287414
887	0.2773876833
888	0.2772960234
889	0.2772559262
890	0.2771133466
891	0.2769642091
892	0.276706567
893	0.2766835288
894	0.2766374738
895	0.2765963694
896	0.2765174609
897	0.2764848216
898	0.2763671446
899	0.2762395666
900	0.2760034625
901	0.2759790742
902	0.2759291402
903	0.2758250719
904	0.2757312903
905	0.2756669977
906	0.2754595682
907	0.2754137061
908	0.2753379908
909	0.2752974435
910	0.2752713193
911	0.2751839027
912	0.2750569033
913	0.2749973683
914	0.2749274822
915	0.2748108339
916	0.2747555851
917	0.2747159379
918	0.2747039581
919	0.2745925818
920	0.274574687
921	0.2745270033
922	0.2744219919
923	0.2742879632
924	0.2741724293
925	0.274127553
926	0.2740709755
927	0.2738947493
928	0.2738498302
929	0.2738068398
930	0.2735755578
931	0.2735393396
932	0.2734913129
933	0.2734308993
934	0.2733404395
935	0.2731850228
936	0.2731535837
937	0.2730590306
938	0.2730378569
939	0.2728991562
940	0.2727970595
941	0.2727397962
942	0.272622012
943	0.2725564764
944	0.2724882619
945	0.2723821147
946	0.2722374134
947	0.2720550366
948	0.2720216044
949	0.2719626266
950	0.2718841896
951	0.2717565472
952	0.2716676091
953	0.2715436743
954	0.2715044343
955	0.271476767
956	0.2714507928
957	0.2713716914
958	0.2713400594
959	0.2711469672
960	0.2711182069
961	0.2709291437
962	0.2708057875
963	0.2707617256
964	0.2706878105
965	0.2703911428
966	0.2703521814
967	0.2700269035
968	0.269990921
969	0.2698275105
970	0.2696966536
971	0.2696073082
972	0.269549402
973	0.2693678181
974	0.2693406223
975	0.2692826946
976	0.2692327178
977	0.2691808979
978	0.2689023822
979	0.2688931026
980	0.268858256
981	0.2687644101
982	0.2685787544
983	0.2682260235
984	0.2680356744
985	0.2679318417
986	0.2678158578
987	0.2677219905
988	0.2676568835
989	0.267625873
990	0.2674319449
991	0.267315811
992	0.2672625552
993	0.2671600513
994	0.2670507752
995	0.2667413347
996	0.2666946368
997	0.2665183249
998	0.2664812067
999	0.2662116276
